ticker
'000080'
'000100'
'000120'
'000150'
'000210'
'000250'
'000270'
'000370'
'000660'
'000720'
'000810'
'000880'
'000990'
'001040'
'001120'
'001820'
'002320'
'002350'
'002380'
'003230'
'003490'
'003550'
'003670'
'003690'
'004000'
'004020'
'004170'
'004370'
'004430'
'004980'
'005070'
'005290'
'005300'
'005380'
'005420'
'005490'
'005850'
'005880'
'005930'
'006260'
'006280'
'006360'
'006400'
'006650'
'007310'
'007660'
'007700'
'008060'
'008770'
'009150'
'009160'
'009240'
'009540'
'009830'
'009900'
'010060'
'010120'
'010130'
'010620'
'010690'
'010780'
'010950'
'011070'
'011170'
'011200'
'011210'
'011760'
'011780'
'011790'
'012330'
'012450'
'012510'
'012630'
'013890'
'014620'
'014680'
'015750'
'017670'
'017800'
'017960'
'018250'
'018260'
'018290'
'018880'
'020000'
'020150'
'021240'
'023160'
'023410'
'023530'
'025980'
'028050'
'028260'
'028670'
'029780'
'030000'
'030190'
'030200'
'031430'
'031440'
'032640'
'033290'
'033500'
'033780'
'034120'
'034220'
'034230'
'034730'
'035150'
'035420'
'035600'
'035720'
'035760'
'035810'
'035900'
'036560'
'036570'
'036810'
'036830'
'036930'
'039490'
'039840'
'041510'
'041830'
'042660'
'042670'
'042700'
'043610'
'047040'
'047050'
'047810'
'048910'
'049070'
'049770'
'050890'
'051500'
'051600'
'051900'
'051910'
'053210'
'053580'
'054210'
'054950'
'055490'
'055550'
'056190'
'058470'
'058610'
'060250'
'060280'
'060720'
'064350'
'064550'
'064760'
'064960'
'066570'
'066970'
'067160'
'067310'
'067990'
'068240'
'068270'
'068760'
'069080'
'069620'
'069960'
'071050'
'073490'
'074600'
'075580'
'078150'
'078340'
'078600'
'078930'
'079160'
'079370'
'079550'
'081000'
'081660'
'083450'
'086280'
'086520'
'086790'
'086900'
'089010'
'089600'
'089980'
'090430'
'090460'
'091120'
'091700'
'092730'
'093050'
'093370'
'095340'
'095610'
'096240'
'096770'
'097950'
'098460'
'099190'
'099430'
'100090'
'101160'
'102710'
'103140'
'104830'
'105560'
'105630'
'106240'
'108320'
'108490'
'110790'
'111770'
'112040'
'112610'
'114090'
'119610'
'120110'
'121600'
'122870'
'122900'
'125210'
'128940'
'131970'
'136490'
'139480'
'140860'
'143160'
'143240'
'144960'
'145020'
'145720'
'148150'
'158430'
'161890'
'166090'
'170900'
'170920'
'175330'
'178320'
'178920'
'180640'
'181710'
'183300'
'185750'
'189300'
'192080'
'192820'
'194480'
'195870'
'196170'
'200130'
'200670'
'200880'
'204320'
'207940'
'210540'
'213420'
'214150'
'214180'
'214320'
'214370'
'214430'
'214450'
'215000'
'215200'
'216050'
'218410'
'222800'
'225570'
'226950'
'228670'
'230240'
'230360'
'234080'
'236200'
'240810'
'241560'
'241590'
'241690'
'241710'
'241840'
'247540'
'248070'
'251270'
'253450'
'259960'
'263720'
'263750'
'265520'
'267250'
'267260'
'267270'
'267980'
'271560'
'272110'
'272210'
'272290'
'277810'
'278280'
'281740'
'281820'
'282330'
'286940'
'290550'
'290650'
'293490'
'298020'
'298040'
'298380'
'299900'
'302440'
'306200'
'307950'
'314930'
'316140'
'319660'
'322000'
'323410'
'326030'
'329180'
'336260'
'336570'
'338220'
'339770'
'340570'
'348210'
'348370'
'352820'
'353200'
'355390'
'361610'
'365340'
'373220'
'376980'
'381970'
'382840'
'383220'
'402340'
'403870'
'441270'
'454910'
'460860'
